"","Date","age","case"
"4256",2021-06-23,"20",31
"4257",2021-06-24,"20",25
"4258",2021-06-25,"20",25
"4259",2021-06-26,"20",27
"4260",2021-06-27,"20",24
"4261",2021-06-28,"20",7
"4262",2021-06-29,"20",13
"4263",2021-06-30,"20",22
"4264",2021-07-01,"20",34
"4265",2021-07-02,"20",30
"4266",2021-07-03,"20",36
"4267",2021-07-04,"20",13
"4268",2021-07-05,"20",21
"4269",2021-07-06,"20",36
"4270",2021-07-07,"20",53
"4271",2021-07-08,"20",52
"4272",2021-07-09,"20",46
"4273",2021-07-10,"20",64
"4274",2021-07-11,"20",51
"4275",2021-07-12,"20",24
"4276",2021-07-13,"20",78
"4277",2021-07-14,"20",122
"4278",2021-07-15,"20",116
"4279",2021-07-16,"20",86
"4280",2021-07-17,"20",125
"4281",2021-07-18,"20",88
"4282",2021-07-19,"20",81
"4283",2021-07-20,"20",117
"4284",2021-07-21,"20",155
"4285",2021-07-22,"20",147
"4286",2021-07-23,"20",134
"4287",2021-07-24,"20",96
"4288",2021-07-25,"20",137
"4289",2021-07-26,"20",115
"4290",2021-07-27,"20",234
"4291",2021-07-28,"20",255
"4292",2021-07-29,"20",329
"4293",2021-07-30,"20",310
"4294",2021-07-31,"20",345
"4295",2021-08-01,"20",282
"4296",2021-08-02,"20",133
"4297",2021-08-03,"20",293
"4298",2021-08-04,"20",335
"4299",2021-08-05,"20",299
"4300",2021-08-06,"20",356
"4301",2021-08-07,"20",323
"4302",2021-08-08,"20",330
"4303",2021-08-09,"20",271
"4304",2021-08-10,"20",195
"4305",2021-08-11,"20",421
"4306",2021-08-12,"20",465
"4307",2021-08-13,"20",483
"4308",2021-08-14,"20",487
"4309",2021-08-15,"20",520
"4310",2021-08-16,"20",287
"4311",2021-08-17,"20",534
"4312",2021-08-18,"20",697
"4313",2021-08-19,"20",804
"4314",2021-08-20,"20",869
"4315",2021-08-21,"20",793
"4316",2021-08-22,"20",678
"4317",2021-08-23,"20",477
"4318",2021-08-24,"20",628
"4319",2021-08-25,"20",772
"4320",2021-08-26,"20",761
"4321",2021-08-27,"20",727
"4322",2021-08-28,"20",701
"4323",2021-08-29,"20",632
"4324",2021-08-30,"20",375
"4325",2021-08-31,"20",556
"4326",2021-09-01,"20",753
"4327",2021-09-02,"20",595
"4328",2021-09-03,"20",585
"4329",2021-09-04,"20",541
"4330",2021-09-05,"20",415
"4331",2021-09-06,"20",219
"4332",2021-09-07,"20",341
"4333",2021-09-08,"20",449
"4334",2021-09-09,"20",314
"4335",2021-09-10,"20",308
"4336",2021-09-11,"20",267
"4337",2021-09-12,"20",237
"4338",2021-09-13,"20",119
"4339",2021-09-14,"20",195
"4340",2021-09-15,"20",264
"4341",2021-09-16,"20",189
"4342",2021-09-17,"20",175
"4343",2021-09-18,"20",134
"4344",2021-09-19,"20",91
"4345",2021-09-20,"20",61
"4346",2021-09-21,"20",51
"4347",2021-09-22,"20",122
"4348",2021-09-23,"20",118
"4349",2021-09-24,"20",64
"4350",2021-09-25,"20",85
"4351",2021-09-26,"20",104
"4352",2021-09-27,"20",33
"4353",2021-09-28,"20",61
"4354",2021-09-29,"20",77
"4355",2021-09-30,"20",49
"4356",2021-10-01,"20",62
"4357",2021-10-02,"20",32
"4358",2021-10-03,"20",31
"4359",2021-10-04,"20",27
"4360",2021-10-05,"20",33
"4361",2021-10-06,"20",32
"4362",2021-10-07,"20",27
"4363",2021-10-08,"20",27
"4364",2021-10-09,"20",30
"4365",2021-10-10,"20",29
"4366",2021-10-11,"20",9
"4367",2021-10-12,"20",26
"4368",2021-10-13,"20",25
"4369",2021-10-14,"20",27
"4370",2021-10-15,"20",17
"4371",2021-10-16,"20",21
"4372",2021-10-17,"20",16
"4373",2021-10-18,"20",5
"4374",2021-10-19,"20",26
"4375",2021-10-20,"20",19
"4376",2021-10-21,"20",13
"4377",2021-10-22,"20",14
"4378",2021-10-23,"20",9
"4379",2021-10-24,"20",6
"4380",2021-10-25,"20",7
"4381",2021-10-26,"20",13
"4382",2021-10-27,"20",12
"4383",2021-10-28,"20",13
"4384",2021-10-29,"20",11
"4385",2021-10-30,"20",6
"4386",2021-10-31,"20",5
"4387",2021-11-01,"20",3
"4388",2021-11-02,"20",8
"4389",2021-11-03,"20",9
"4390",2021-11-04,"20",5
"4391",2021-11-05,"20",6
"4392",2021-11-06,"20",8
"4393",2021-11-07,"20",4
"4394",2021-11-08,"20",3
"4395",2021-11-09,"20",3
"4396",2021-11-10,"20",3
"4397",2021-11-11,"20",5
"4398",2021-11-12,"20",3
"4399",2021-11-13,"20",3
"4400",2021-11-14,"20",2
"4401",2021-11-15,"20",3
"4402",2021-11-16,"20",4
"4403",2021-11-17,"20",2
"4404",2021-11-18,"20",7
"4405",2021-11-19,"20",5
"4406",2021-11-20,"20",3
"4407",2021-11-21,"20",2
"4408",2021-11-22,"20",1
"4409",2021-11-23,"20",2
"4410",2021-11-24,"20",2
"4411",2021-11-25,"20",0
"4412",2021-11-26,"20",4
"4413",2021-11-27,"20",1
"4414",2021-11-28,"20",2
"4415",2021-11-29,"20",1
"4416",2021-11-30,"20",0
"4417",2021-12-01,"20",5
"4418",2021-12-02,"20",3
"4419",2021-12-03,"20",3
"4420",2021-12-04,"20",2
"4421",2021-12-05,"20",3
"4422",2021-12-06,"20",1
"4423",2021-12-07,"20",2
"4424",2021-12-08,"20",2
"4425",2021-12-09,"20",1
"4426",2021-12-10,"20",1
"4427",2021-12-11,"20",2
"4428",2021-12-12,"20",3
"4429",2021-12-13,"20",1
"4430",2021-12-14,"20",5
"4431",2021-12-15,"20",5
"4432",2021-12-16,"20",5
"4433",2021-12-17,"20",3
"4434",2021-12-18,"20",4
"4435",2021-12-19,"20",4
"4436",2021-12-20,"20",1
"4437",2021-12-21,"20",4
"4438",2021-12-22,"20",9
"4439",2021-12-23,"20",8
"4440",2021-12-24,"20",4
"4441",2021-12-25,"20",5
"4442",2021-12-26,"20",3
"4443",2021-12-27,"20",3
"4444",2021-12-28,"20",6
"4445",2021-12-29,"20",10
"4446",2021-12-30,"20",12
"4447",2021-12-31,"20",18
"4448",2022-01-01,"20",11
"4449",2022-01-02,"20",16
"4450",2022-01-03,"20",17
"4451",2022-01-04,"20",40
"4452",2022-01-05,"20",78
"4453",2022-01-06,"20",194
"4454",2022-01-07,"20",230
"4455",2022-01-08,"20",332
"4456",2022-01-09,"20",310
"4457",2022-01-10,"20",179
"4458",2022-01-11,"20",197
"4459",2022-01-12,"20",537
"4460",2022-01-13,"20",850
"4461",2022-01-14,"20",1078
"4462",2022-01-15,"20",1520
"4463",2022-01-16,"20",1383
"4464",2022-01-17,"20",851
"4465",2022-01-18,"20",1488
"4466",2022-01-19,"20",1579
"4467",2022-01-20,"20",1555
"4468",2022-01-21,"20",1623
"4469",2022-01-22,"20",1749
"4470",2022-01-23,"20",1345
"4471",2022-01-24,"20",1159
"4472",2022-01-25,"20",1621
"4473",2022-01-26,"20",1966
"4474",2022-01-27,"20",1791
"4475",2022-01-28,"20",1901
"4476",2022-01-29,"20",1837
"4477",2022-01-30,"20",1638
"4478",2022-01-31,"20",1136
"4479",2022-02-01,"20",1844
"4480",2022-02-02,"20",1707
"4481",2022-02-03,"20",1946
"4482",2022-02-04,"20",1623
"4483",2022-02-05,"20",1582
"4484",2022-02-06,"20",1244
"4485",2022-02-07,"20",743
"4486",2022-02-08,"20",3168
"4487",2022-02-09,"20",2079
"4488",2022-02-10,"20",1656
"4489",2022-02-11,"20",2171
"4490",2022-02-12,"20",867
"4491",2022-02-13,"20",1602
"4492",2022-02-14,"20",1043
"4493",2022-02-15,"20",1518
"4494",2022-02-16,"20",1558
"4495",2022-02-17,"20",1789
"4496",2022-02-18,"20",1631
"4497",2022-02-19,"20",1640
"4498",2022-02-20,"20",1067
"4499",2022-02-21,"20",644
"4500",2022-02-22,"20",1291
"4501",2022-02-23,"20",1394
"4502",2022-02-24,"20",740
"4503",2022-02-25,"20",1095
"4504",2022-02-26,"20",1308
"4505",2022-02-27,"20",800
"4506",2022-02-28,"20",676
"4507",2022-03-01,"20",1110
"4508",2022-03-02,"20",1236
"4509",2022-03-03,"20",1035
"4510",2022-03-04,"20",931
"4511",2022-03-05,"20",984
"4512",2022-03-06,"20",729
"4513",2022-03-07,"20",285
"4514",2022-03-08,"20",852
"4515",2022-03-09,"20",1001
"4516",2022-03-10,"20",889
"4517",2022-03-11,"20",690
"4518",2022-03-12,"20",783
"4519",2022-03-13,"20",641
"4520",2022-03-14,"20",216
"4521",2022-03-15,"20",727
"4522",2022-03-16,"20",694
"4523",2022-03-17,"20",752
"4524",2022-03-18,"20",600
"4525",2022-03-19,"20",564
"4526",2022-03-20,"20",388
"4527",2022-03-21,"20",301
"4528",2022-03-22,"20",155
"4529",2022-03-23,"20",694
"4530",2022-03-24,"20",776
"4531",2022-03-25,"20",722
"4532",2022-03-26,"20",652
"4533",2022-03-27,"20",597
"4534",2022-03-28,"20",260
"4535",2022-03-29,"20",764
"4536",2022-03-30,"20",859
"4537",2022-03-31,"20",747
"4538",2022-04-01,"20",787
"4539",2022-04-02,"20",726
"4540",2022-04-03,"20",745
"4541",2022-04-04,"20",281
"4542",2022-04-05,"20",809
"4543",2022-04-06,"20",1050
"4544",2022-04-07,"20",992
"4545",2022-04-08,"20",819
"4546",2022-04-09,"20",784
"4547",2022-04-10,"20",719
"4548",2022-04-11,"20",299
"4549",2022-04-12,"20",855
"4550",2022-04-13,"20",973
"4551",2022-04-14,"20",799
"4552",2022-04-15,"20",671
"4553",2022-04-16,"20",658
"4554",2022-04-17,"20",459
"4555",2022-04-18,"20",183
"4556",2022-04-19,"20",551
"4557",2022-04-20,"20",695
"4558",2022-04-21,"20",661
"4559",2022-04-22,"20",501
"4560",2022-04-23,"20",479
"4561",2022-04-24,"20",461
"4562",2022-04-25,"20",168
"4563",2022-04-26,"20",584
"4564",2022-04-27,"20",578
"4565",2022-04-28,"20",490
"4566",2022-04-29,"20",438
"4567",2022-04-30,"20",223
"4568",2022-05-01,"20",373
"4569",2022-05-02,"20",189
"4570",2022-05-03,"20",512
"4571",2022-05-04,"20",308
"4572",2022-05-05,"20",284
"4573",2022-05-06,"20",306
"4574",2022-05-07,"20",783
"4575",2022-05-08,"20",743
"4576",2022-05-09,"20",378
"4577",2022-05-10,"20",1026
"4578",2022-05-11,"20",884
"4579",2022-05-12,"20",805
"4580",2022-05-13,"20",763
"4581",2022-05-14,"20",675
"4582",2022-05-15,"20",485
"4583",2022-05-16,"20",172
"4584",2022-05-17,"20",659
"4585",2022-05-18,"20",672
"4586",2022-05-19,"20",549
"4587",2022-05-20,"20",534
"4588",2022-05-21,"20",507
"4589",2022-05-22,"20",372
"4590",2022-05-23,"20",148
"4591",2022-05-24,"20",530
"4592",2022-05-25,"20",453
"4593",2022-05-26,"20",385
"4594",2022-05-27,"20",367
"4595",2022-05-28,"20",343
"4596",2022-05-29,"20",245
"4597",2022-05-30,"20",81
"4598",2022-05-31,"20",294
"4599",2022-06-01,"20",314
"4600",2022-06-02,"20",266
"4601",2022-06-03,"20",241
"4602",2022-06-04,"20",248
"4603",2022-06-05,"20",141
"4604",2022-06-06,"20",74
"4605",2022-06-07,"20",246
"4606",2022-06-08,"20",235
"4607",2022-06-09,"20",244
"4608",2022-06-10,"20",182
"4609",2022-06-11,"20",173
"4610",2022-06-12,"20",169
"4611",2022-06-13,"20",57
"4612",2022-06-14,"20",223
"4613",2022-06-15,"20",193
"4614",2022-06-16,"20",205
"4615",2020-11-16,"30",5
"4616",2020-11-17,"30",34
"4617",2020-11-18,"30",31
"4618",2020-11-19,"30",44
"4619",2020-11-20,"30",51
"4620",2020-11-21,"30",52
"4621",2020-11-22,"30",67
"4622",2020-11-23,"30",32
"4623",2020-11-24,"30",32
"4624",2020-11-25,"30",50
"4625",2020-11-26,"30",43
"4626",2020-11-27,"30",56
"4627",2020-11-28,"30",53
"4628",2020-11-29,"30",48
"4629",2020-11-30,"30",30
"4630",2020-12-01,"30",39
"4631",2020-12-02,"30",51
"4632",2020-12-03,"30",52
"4633",2020-12-04,"30",34
"4634",2020-12-05,"30",63
"4635",2020-12-06,"30",34
"4636",2020-12-07,"30",19
"4637",2020-12-08,"30",40
"4638",2020-12-09,"30",65
"4639",2020-12-10,"30",49
"4640",2020-12-11,"30",48
"4641",2020-12-12,"30",63
"4642",2020-12-13,"30",37
"4643",2020-12-14,"30",27
"4644",2020-12-15,"30",35
"4645",2020-12-16,"30",42
"4646",2020-12-17,"30",49
"4647",2020-12-18,"30",42
"4648",2020-12-19,"30",48
"4649",2020-12-20,"30",22
"4650",2020-12-21,"30",23
"4651",2020-12-22,"30",31
"4652",2020-12-23,"30",36
"4653",2020-12-24,"30",38
"4654",2020-12-25,"30",30
"4655",2020-12-26,"30",30
"4656",2020-12-27,"30",29
"4657",2020-12-28,"30",17
"4658",2020-12-29,"30",35
"4659",2020-12-30,"30",54
"4660",2020-12-31,"30",47
"4661",2021-01-01,"30",40
"4662",2021-01-02,"30",29
"4663",2021-01-03,"30",38
"4664",2021-01-04,"30",33
"4665",2021-01-05,"30",51
"4666",2021-01-06,"30",83
"4667",2021-01-07,"30",89
"4668",2021-01-08,"30",100
"4669",2021-01-09,"30",107
"4670",2021-01-10,"30",66
"4671",2021-01-11,"30",54
"4672",2021-01-12,"30",43
"4673",2021-01-13,"30",69
"4674",2021-01-14,"30",73
"4675",2021-01-15,"30",62
"4676",2021-01-16,"30",94
"4677",2021-01-17,"30",45
"4678",2021-01-18,"30",51
"4679",2021-01-19,"30",79
"4680",2021-01-20,"30",62
"4681",2021-01-21,"30",58
"4682",2021-01-22,"30",57
"4683",2021-01-23,"30",57
"4684",2021-01-24,"30",46
"4685",2021-01-25,"30",29
"4686",2021-01-26,"30",41
"4687",2021-01-27,"30",33
"4688",2021-01-28,"30",46
"4689",2021-01-29,"30",29
"4690",2021-01-30,"30",46
"4691",2021-01-31,"30",19
"4692",2021-02-01,"30",18
"4693",2021-02-02,"30",26
"4694",2021-02-03,"30",22
"4695",2021-02-04,"30",19
"4696",2021-02-05,"30",25
"4697",2021-02-06,"30",14
"4698",2021-02-07,"30",13
"4699",2021-02-08,"30",22
"4700",2021-02-09,"30",29
"4701",2021-02-10,"30",20
"4702",2021-02-11,"30",21
"4703",2021-02-12,"30",14
"4704",2021-02-13,"30",14
"4705",2021-02-14,"30",14
"4706",2021-02-15,"30",12
"4707",2021-02-16,"30",11
"4708",2021-02-17,"30",24
"4709",2021-02-18,"30",13
"4710",2021-02-19,"30",9
"4711",2021-02-20,"30",9
"4712",2021-02-21,"30",9
"4713",2021-02-22,"30",5
"4714",2021-02-23,"30",13
"4715",2021-02-24,"30",12
"4716",2021-02-25,"30",10
"4717",2021-02-26,"30",11
"4718",2021-02-27,"30",14
"4719",2021-02-28,"30",10
"4720",2021-03-01,"30",2
"4721",2021-03-02,"30",16
"4722",2021-03-03,"30",13
"4723",2021-03-04,"30",15
"4724",2021-03-05,"30",17
"4725",2021-03-06,"30",12
"4726",2021-03-07,"30",10
"4727",2021-03-08,"30",6
"4728",2021-03-09,"30",14
"4729",2021-03-10,"30",10
"4730",2021-03-11,"30",8
"4731",2021-03-12,"30",19
"4732",2021-03-13,"30",15
"4733",2021-03-14,"30",10
"4734",2021-03-15,"30",6
"4735",2021-03-16,"30",14
"4736",2021-03-17,"30",10
"4737",2021-03-18,"30",18
"4738",2021-03-19,"30",14
"4739",2021-03-20,"30",16
"4740",2021-03-21,"30",15
"4741",2021-03-22,"30",8
"4742",2021-03-23,"30",25
"4743",2021-03-24,"30",27
"4744",2021-03-25,"30",47
"4745",2021-03-26,"30",35
"4746",2021-03-27,"30",59
"4747",2021-03-28,"30",39
"4748",2021-03-29,"30",35
"4749",2021-03-30,"30",77
"4750",2021-03-31,"30",68
"4751",2021-04-01,"30",95
"4752",2021-04-02,"30",87
"4753",2021-04-03,"30",92
"4754",2021-04-04,"30",82
"4755",2021-04-05,"30",50
"4756",2021-04-06,"30",96
"4757",2021-04-07,"30",138
"4758",2021-04-08,"30",141
"4759",2021-04-09,"30",137
"4760",2021-04-10,"30",138
"4761",2021-04-11,"30",109
"4762",2021-04-12,"30",77
"4763",2021-04-13,"30",162
"4764",2021-04-14,"30",144
"4765",2021-04-15,"30",169
"4766",2021-04-16,"30",150
"4767",2021-04-17,"30",161
"4768",2021-04-18,"30",181
"4769",2021-04-19,"30",114
"4770",2021-04-20,"30",168
"4771",2021-04-21,"30",190
"4772",2021-04-22,"30",153
"4773",2021-04-23,"30",166
"4774",2021-04-24,"30",130
"4775",2021-04-25,"30",114
"4776",2021-04-26,"30",126
"4777",2021-04-27,"30",196
"4778",2021-04-28,"30",192
"4779",2021-04-29,"30",129
"4780",2021-04-30,"30",170
"4781",2021-05-01,"30",194
"4782",2021-05-02,"30",134
"4783",2021-05-03,"30",99
"4784",2021-05-04,"30",121
"4785",2021-05-05,"30",77
"4786",2021-05-06,"30",87
"4787",2021-05-07,"30",129
"4788",2021-05-08,"30",142
"4789",2021-05-09,"30",137
"4790",2021-05-10,"30",62
"4791",2021-05-11,"30",144
"4792",2021-05-12,"30",81
"4793",2021-05-13,"30",90
"4794",2021-05-14,"30",85
"4795",2021-05-15,"30",120
"4796",2021-05-16,"30",101
"4797",2021-05-17,"30",51
"4798",2021-05-18,"30",78
"4799",2021-05-19,"30",51
"4800",2021-05-20,"30",76
"4801",2021-05-21,"30",69
"4802",2021-05-22,"30",63
"4803",2021-05-23,"30",46
"4804",2021-05-24,"30",26
"4805",2021-05-25,"30",55
"4806",2021-05-26,"30",40
"4807",2021-05-27,"30",46
"4808",2021-05-28,"30",42
"4809",2021-05-29,"30",29
"4810",2021-05-30,"30",30
"4811",2021-05-31,"30",15
"4812",2021-06-01,"30",37
"4813",2021-06-02,"30",36
"4814",2021-06-03,"30",33
"4815",2021-06-04,"30",31
"4816",2021-06-05,"30",21
"4817",2021-06-06,"30",28
"4818",2021-06-07,"30",6
"4819",2021-06-08,"30",22
"4820",2021-06-09,"30",20
"4821",2021-06-10,"30",30
"4822",2021-06-11,"30",22
"4823",2021-06-12,"30",21
"4824",2021-06-13,"30",12
"4825",2021-06-14,"30",10
"4826",2021-06-15,"30",12
"4827",2021-06-16,"30",13
"4828",2021-06-17,"30",8
"4829",2021-06-18,"30",12
"4830",2021-06-19,"30",6
"4831",2021-06-20,"30",13
"4832",2021-06-21,"30",5
"4833",2021-06-22,"30",12
"4834",2021-06-23,"30",16
"4835",2021-06-24,"30",19
"4836",2021-06-25,"30",23
"4837",2021-06-26,"30",11
"4838",2021-06-27,"30",8
"4839",2021-06-28,"30",7
"4840",2021-06-29,"30",24
"4841",2021-06-30,"30",21
"4842",2021-07-01,"30",11
"4843",2021-07-02,"30",28
"4844",2021-07-03,"30",29
"4845",2021-07-04,"30",19
"4846",2021-07-05,"30",6
"4847",2021-07-06,"30",20
"4848",2021-07-07,"30",30
"4849",2021-07-08,"30",21
"4850",2021-07-09,"30",17
"4851",2021-07-10,"30",31
"4852",2021-07-11,"30",29
"4853",2021-07-12,"30",16
"4854",2021-07-13,"30",32
"4855",2021-07-14,"30",57
"4856",2021-07-15,"30",54
"4857",2021-07-16,"30",34
"4858",2021-07-17,"30",47
"4859",2021-07-18,"30",37
"4860",2021-07-19,"30",27
"4861",2021-07-20,"30",46
"4862",2021-07-21,"30",93
"4863",2021-07-22,"30",71
"4864",2021-07-23,"30",58
"4865",2021-07-24,"30",51
"4866",2021-07-25,"30",86
"4867",2021-07-26,"30",71
"4868",2021-07-27,"30",145
"4869",2021-07-28,"30",141
"4870",2021-07-29,"30",161
"4871",2021-07-30,"30",145
"4872",2021-07-31,"30",208
"4873",2021-08-01,"30",151
"4874",2021-08-02,"30",76
"4875",2021-08-03,"30",211
"4876",2021-08-04,"30",247
"4877",2021-08-05,"30",200
"4878",2021-08-06,"30",240
"4879",2021-08-07,"30",208
"4880",2021-08-08,"30",190
"4881",2021-08-09,"30",185
"4882",2021-08-10,"30",121
"4883",2021-08-11,"30",278
"4884",2021-08-12,"30",285
"4885",2021-08-13,"30",301
"4886",2021-08-14,"30",329
"4887",2021-08-15,"30",320
"4888",2021-08-16,"30",169
"4889",2021-08-17,"30",316
"4890",2021-08-18,"30",355
"4891",2021-08-19,"30",421
"4892",2021-08-20,"30",390
"4893",2021-08-21,"30",430
"4894",2021-08-22,"30",348
"4895",2021-08-23,"30",232
"4896",2021-08-24,"30",412
"4897",2021-08-25,"30",457
"4898",2021-08-26,"30",484
"4899",2021-08-27,"30",451
"4900",2021-08-28,"30",421
"4901",2021-08-29,"30",381
"4902",2021-08-30,"30",280
"4903",2021-08-31,"30",405
"4904",2021-09-01,"30",524
"4905",2021-09-02,"30",437
"4906",2021-09-03,"30",421
"4907",2021-09-04,"30",402
"4908",2021-09-05,"30",290
"4909",2021-09-06,"30",133
"4910",2021-09-07,"30",293
"4911",2021-09-08,"30",325
"4912",2021-09-09,"30",271
"4913",2021-09-10,"30",247
"4914",2021-09-11,"30",230
"4915",2021-09-12,"30",185
"4916",2021-09-13,"30",71
"4917",2021-09-14,"30",141
"4918",2021-09-15,"30",177
"4919",2021-09-16,"30",151
"4920",2021-09-17,"30",112
"4921",2021-09-18,"30",116
"4922",2021-09-19,"30",78
"4923",2021-09-20,"30",36
"4924",2021-09-21,"30",47
"4925",2021-09-22,"30",83
"4926",2021-09-23,"30",90
"4927",2021-09-24,"30",41
"4928",2021-09-25,"30",68
"4929",2021-09-26,"30",63
"4930",2021-09-27,"30",27
"4931",2021-09-28,"30",45
"4932",2021-09-29,"30",74
"4933",2021-09-30,"30",44
"4934",2021-10-01,"30",36
"4935",2021-10-02,"30",39
"4936",2021-10-03,"30",23
"4937",2021-10-04,"30",12
"4938",2021-10-05,"30",33
"4939",2021-10-06,"30",40
"4940",2021-10-07,"30",29
"4941",2021-10-08,"30",17
"4942",2021-10-09,"30",14
"4943",2021-10-10,"30",11
"4944",2021-10-11,"30",9
"4945",2021-10-12,"30",17
"4946",2021-10-13,"30",17
"4947",2021-10-14,"30",25
"4948",2021-10-15,"30",6
"4949",2021-10-16,"30",10
"4950",2021-10-17,"30",11
"4951",2021-10-18,"30",8
"4952",2021-10-19,"30",13
"4953",2021-10-20,"30",11
"4954",2021-10-21,"30",5
"4955",2021-10-22,"30",1
"4956",2021-10-23,"30",9
"4957",2021-10-24,"30",7
"4958",2021-10-25,"30",4
"4959",2021-10-26,"30",12
"4960",2021-10-27,"30",10
"4961",2021-10-28,"30",9
"4962",2021-10-29,"30",7
"4963",2021-10-30,"30",12
"4964",2021-10-31,"30",6
"4965",2021-11-01,"30",1
"4966",2021-11-02,"30",6
"4967",2021-11-03,"30",9
"4968",2021-11-04,"30",2
"4969",2021-11-05,"30",9
"4970",2021-11-06,"30",4
"4971",2021-11-07,"30",4
"4972",2021-11-08,"30",2
"4973",2021-11-09,"30",3
"4974",2021-11-10,"30",4
"4975",2021-11-11,"30",5
"4976",2021-11-12,"30",4
"4977",2021-11-13,"30",6
"4978",2021-11-14,"30",2
"4979",2021-11-15,"30",1
"4980",2021-11-16,"30",0
"4981",2021-11-17,"30",2
"4982",2021-11-18,"30",4
"4983",2021-11-19,"30",2
"4984",2021-11-20,"30",4
"4985",2021-11-21,"30",1
"4986",2021-11-22,"30",0
"4987",2021-11-23,"30",4
"4988",2021-11-24,"30",2
"4989",2021-11-25,"30",2
"4990",2021-11-26,"30",3
"4991",2021-11-27,"30",3
"4992",2021-11-28,"30",1
"4993",2021-11-29,"30",0
"4994",2021-11-30,"30",0
"4995",2021-12-01,"30",1
"4996",2021-12-02,"30",2
"4997",2021-12-03,"30",2
"4998",2021-12-04,"30",0
"4999",2021-12-05,"30",1
"5000",2021-12-06,"30",0
"5001",2021-12-07,"30",0
"5002",2021-12-08,"30",4
"5003",2021-12-09,"30",1
"5004",2021-12-10,"30",2
"5005",2021-12-11,"30",7
"5006",2021-12-12,"30",0
"5007",2021-12-13,"30",0
"5008",2021-12-14,"30",3
"5009",2021-12-15,"30",4
"5010",2021-12-16,"30",4
"5011",2021-12-17,"30",3
"5012",2021-12-18,"30",1
"5013",2021-12-19,"30",2
"5014",2021-12-20,"30",1
"5015",2021-12-21,"30",7
"5016",2021-12-22,"30",2
"5017",2021-12-23,"30",4
"5018",2021-12-24,"30",5
"5019",2021-12-25,"30",4
"5020",2021-12-26,"30",7
"5021",2021-12-27,"30",2
"5022",2021-12-28,"30",7
"5023",2021-12-29,"30",10
"5024",2021-12-30,"30",11
"5025",2021-12-31,"30",7
"5026",2022-01-01,"30",16
"5027",2022-01-02,"30",7
"5028",2022-01-03,"30",17
"5029",2022-01-04,"30",23
"5030",2022-01-05,"30",44
"5031",2022-01-06,"30",78
"5032",2022-01-07,"30",119
"5033",2022-01-08,"30",146
"5034",2022-01-09,"30",137
"5035",2022-01-10,"30",80
"5036",2022-01-11,"30",96
"5037",2022-01-12,"30",284
"5038",2022-01-13,"30",385
"5039",2022-01-14,"30",373
"5040",2022-01-15,"30",488
"5041",2022-01-16,"30",487
"5042",2022-01-17,"30",356
"5043",2022-01-18,"30",710
"5044",2022-01-19,"30",904
"5045",2022-01-20,"30",925
"5046",2022-01-21,"30",965
"5047",2022-01-22,"30",1154
"5048",2022-01-23,"30",889
"5049",2022-01-24,"30",768
"5050",2022-01-25,"30",1243
"5051",2022-01-26,"30",1515
"5052",2022-01-27,"30",1525
"5053",2022-01-28,"30",1515
"5054",2022-01-29,"30",1513
"5055",2022-01-30,"30",1338
"5056",2022-01-31,"30",908
"5057",2022-02-01,"30",1699
"5058",2022-02-02,"30",1684
"5059",2022-02-03,"30",1947
"5060",2022-02-04,"30",1517
"5061",2022-02-05,"30",1576
"5062",2022-02-06,"30",1327
"5063",2022-02-07,"30",784
"5064",2022-02-08,"30",3182
"5065",2022-02-09,"30",2118
"5066",2022-02-10,"30",1927
"5067",2022-02-11,"30",2285
"5068",2022-02-12,"30",927
"5069",2022-02-13,"30",1713
"5070",2022-02-14,"30",1183
"5071",2022-02-15,"30",1746
"5072",2022-02-16,"30",1851
"5073",2022-02-17,"30",2150
"5074",2022-02-18,"30",1763
"5075",2022-02-19,"30",1750
"5076",2022-02-20,"30",1147
"5077",2022-02-21,"30",676
"5078",2022-02-22,"30",1439
"5079",2022-02-23,"30",1623
"5080",2022-02-24,"30",841
"5081",2022-02-25,"30",1317
"5082",2022-02-26,"30",1574
"5083",2022-02-27,"30",965
"5084",2022-02-28,"30",655
"5085",2022-03-01,"30",1268
"5086",2022-03-02,"30",1331
"5087",2022-03-03,"30",1214
"5088",2022-03-04,"30",1017
"5089",2022-03-05,"30",1016
"5090",2022-03-06,"30",753
"5091",2022-03-07,"30",309
"5092",2022-03-08,"30",950
"5093",2022-03-09,"30",1124
"5094",2022-03-10,"30",1009
"5095",2022-03-11,"30",795
"5096",2022-03-12,"30",858
"5097",2022-03-13,"30",697
"5098",2022-03-14,"30",215
"5099",2022-03-15,"30",848
"5100",2022-03-16,"30",848
"5101",2022-03-17,"30",833
"5102",2022-03-18,"30",628
"5103",2022-03-19,"30",611
"5104",2022-03-20,"30",425
"5105",2022-03-21,"30",258
"5106",2022-03-22,"30",161
"5107",2022-03-23,"30",782
"5108",2022-03-24,"30",722
"5109",2022-03-25,"30",650
"5110",2022-03-26,"30",550
"5111",2022-03-27,"30",470
"5112",2022-03-28,"30",156
"5113",2022-03-29,"30",601
"5114",2022-03-30,"30",686
"5115",2022-03-31,"30",604
"5116",2022-04-01,"30",593
"5117",2022-04-02,"30",572
"5118",2022-04-03,"30",592
"5119",2022-04-04,"30",219
"5120",2022-04-05,"30",671
"5121",2022-04-06,"30",856
"5122",2022-04-07,"30",752
"5123",2022-04-08,"30",654
"5124",2022-04-09,"30",660
